task_id,benchmark
visualwebarena.403,visualwebarena
visualwebarena.414,visualwebarena
visualwebarena.416,visualwebarena
visualwebarena.419,visualwebarena
visualwebarena.420,visualwebarena
visualwebarena.423,visualwebarena
visualwebarena.426,visualwebarena
visualwebarena.453,visualwebarena
visualwebarena.455,visualwebarena
visualwebarena.464,visualwebarena
visualwebarena.512,visualwebarena
visualwebarena.525,visualwebarena
visualwebarena.569,visualwebarena
visualwebarena.570,visualwebarena
visualwebarena.580,visualwebarena
visualwebarena.597,visualwebarena
visualwebarena.598,visualwebarena
visualwebarena.600,visualwebarena
visualwebarena.601,visualwebarena
visualwebarena.602,visualwebarena
visualwebarena.608,visualwebarena
visualwebarena.614,visualwebarena
visualwebarena.620,visualwebarena
visualwebarena.686,visualwebarena
visualwebarena.725,visualwebarena
visualwebarena.730,visualwebarena
visualwebarena.739,visualwebarena
visualwebarena.750,visualwebarena
visualwebarena.756,visualwebarena
visualwebarena.833,visualwebarena
visualwebarena.843,visualwebarena
visualwebarena.876,visualwebarena
visualwebarena.890,visualwebarena
webarena.15,webarena
webarena.24,webarena
webarena.27,webarena
webarena.33,webarena
webarena.40,webarena
webarena.48,webarena
webarena.60,webarena
webarena.66,webarena
webarena.67,webarena
webarena.69,webarena
webarena.100,webarena
webarena.126,webarena
webarena.144,webarena
webarena.153,webarena
webarena.155,webarena
webarena.158,webarena
webarena.164,webarena
webarena.171,webarena
webarena.177,webarena
webarena.185,webarena
webarena.229,webarena
webarena.263,webarena
webarena.265,webarena
webarena.266,webarena
webarena.268,webarena
webarena.272,webarena
webarena.289,webarena
webarena.295,webarena
webarena.306,webarena
webarena.311,webarena
webarena.325,webarena
webarena.327,webarena
webarena.343,webarena
webarena.344,webarena
webarena.356,webarena
webarena.364,webarena
webarena.365,webarena
webarena.370,webarena
webarena.371,webarena
webarena.377,webarena
webarena.380,webarena
webarena.386,webarena
webarena.400,webarena
webarena.414,webarena
webarena.416,webarena
webarena.417,webarena
webarena.419,webarena
webarena.426,webarena
webarena.427,webarena
webarena.430,webarena
webarena.468,webarena
webarena.471,webarena
webarena.491,webarena
webarena.517,webarena
webarena.518,webarena
webarena.544,webarena
webarena.555,webarena
webarena.561,webarena
webarena.578,webarena
webarena.583,webarena
webarena.586,webarena
webarena.593,webarena
webarena.599,webarena
webarena.604,webarena
webarena.623,webarena
webarena.624,webarena
webarena.629,webarena
webarena.642,webarena
webarena.654,webarena
webarena.655,webarena
webarena.661,webarena
webarena.666,webarena
webarena.677,webarena
webarena.683,webarena
webarena.690,webarena
webarena.696,webarena
webarena.698,webarena
webarena.700,webarena
webarena.701,webarena
webarena.704,webarena
webarena.710,webarena
webarena.718,webarena
webarena.723,webarena
webarena.726,webarena
webarena.730,webarena
webarena.735,webarena
webarena.738,webarena
webarena.740,webarena
webarena.757,webarena
webarena.758,webarena
webarena.759,webarena
webarena.763,webarena
webarena.764,webarena
webarena.769,webarena
webarena.776,webarena
webarena.778,webarena
webarena.788,webarena
webarena.789,webarena
webarena.790,webarena
webarena.805,webarena
workarena.servicenow.all-menu,workarena_l1
workarena.servicenow.basic-filter-problems-and-mark-duplicates-medium-l2,workarena_l2
workarena.servicenow.create-hardware-asset,workarena_l1
workarena.servicenow.create-problem,workarena_l1
workarena.servicenow.create-user,workarena_l1
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-macbook-pro15-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-apple-watch-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-development-laptop-p-c-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-loaner-laptop-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-catalog-and-max-order-standard-laptop-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-catalog-and-mean-order-loaner-laptop-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-catalog-and-median-order-apple-macbook-pro15-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-catalog-and-mode-order-apple-macbook-pro15-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-catalog-and-mode-order-loaner-laptop-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-filter-asset-list-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-filter-hardware-list-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-filter-incident-list-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-filter-user-list-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-request-apple-iphone13-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-request-galaxy-note20-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-request-google-nexus7-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-request-microsoft-surface-pro3-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-max-request-pixel4a-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-mean-request-microsoft-surface-pro3-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-median-lesser-filter-incident-list-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-median-request-pixel4a-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-median-request-windows-surface-pro4-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-min-create-problem-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-mode-create-problem-l2,workarena_l2
workarena.servicenow.dashboard-retrieve-incident-and-mode-greater-filter-asset-list-l2,workarena_l2
workarena.servicenow.date-based-expense-management-large-l2,workarena_l2
workarena.servicenow.date-based-expense-management-medium-l2,workarena_l2
workarena.servicenow.filter-incident-list,workarena_l1
workarena.servicenow.filter-random-expenses-and-find-total-return-large-l2,workarena_l2
workarena.servicenow.filter-random-expenses-and-select-investments-large-l2,workarena_l2
workarena.servicenow.filter-requested-items-and-order-apple-mac-book-pro15-l2,workarena_l2
workarena.servicenow.filter-requested-items-and-order-apple-watch-l2,workarena_l2
workarena.servicenow.filter-requested-items-and-order-development-laptop-p-c-l2,workarena_l2
workarena.servicenow.filter-requested-items-and-order-standard-laptop-l2,workarena_l2
workarena.servicenow.filter-service-catalog-item-list,workarena_l1
workarena.servicenow.filter-single-item-expenses-and-delete-wrong-investments-large-l2,workarena_l2
workarena.servicenow.filter-single-item-uniform-expenses-and-find-total-return-large-l2,workarena_l2
workarena.servicenow.filter-single-item-uniform-expenses-and-select-investments-medium-l2,workarena_l2
workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-large-l2,workarena_l2
workarena.servicenow.filter-three-items-uniform-expenses-and-find-total-return-medium-l2,workarena_l2
workarena.servicenow.filter-three-items-uniform-expenses-find-total-return-and-select-investments-large-l2,workarena_l2
workarena.servicenow.filter-trivial-expenses-and-select-investments-medium-l2,workarena_l2
workarena.servicenow.filter-trivial-expenses-find-total-return-and-select-investments-medium-l2,workarena_l2
workarena.servicenow.filter-user-list,workarena_l1
workarena.servicenow.get-warranty-expiration-date-l2,workarena_l2
workarena.servicenow.high-priority-filter-problems-and-mark-duplicates-medium-l2,workarena_l2
workarena.servicenow.impersonation,workarena_l1
workarena.servicenow.infeasible-navigate-and-create-change-request-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-create-hardware-asset-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-create-incident-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-create-problem-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-create-user-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-filter-change-request-list-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-filter-service-catalog-item-list-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-filter-service-catalog-item-list-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-order-apple-mac-book-pro15-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-order-apple-mac-book-pro15-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-order-apple-watch-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-order-apple-watch-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-order-development-laptop-p-c-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-order-development-laptop-p-c-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-order-loaner-laptop-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-order-loaner-laptop-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-sort-change-request-list-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-sort-hardware-list-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-sort-hardware-list-with-reason-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-sort-service-catalog-item-list-l2,workarena_l2
workarena.servicenow.infeasible-navigate-and-sort-service-catalog-item-list-with-reason-l2,workarena_l2
workarena.servicenow.knowledge-base-search,workarena_l1
workarena.servicenow.multi-chart-min-max-retrieval,workarena_l1
workarena.servicenow.multi-chart-value-retrieval,workarena_l1
workarena.servicenow.navigate-and-create-hardware-asset-l2,workarena_l2
workarena.servicenow.navigate-and-create-problem-l2,workarena_l2
workarena.servicenow.navigate-and-create-user-l2,workarena_l2
workarena.servicenow.navigate-and-filter-change-request-list-l2,workarena_l2
workarena.servicenow.navigate-and-filter-hardware-list-l2,workarena_l2
workarena.servicenow.navigate-and-filter-service-catalog-item-list-l2,workarena_l2
workarena.servicenow.navigate-and-order-apple-mac-book-pro15-l2,workarena_l2
workarena.servicenow.navigate-and-order-apple-watch-l2,workarena_l2
workarena.servicenow.navigate-and-order-development-laptop-p-c-l2,workarena_l2
workarena.servicenow.navigate-and-order-loaner-laptop-l2,workarena_l2
workarena.servicenow.navigate-and-sort-change-request-list-l2,workarena_l2
workarena.servicenow.navigate-and-sort-hardware-list-l2,workarena_l2
workarena.servicenow.navigate-and-sort-service-catalog-item-list-l2,workarena_l2
workarena.servicenow.off-board-user-l2,workarena_l2
workarena.servicenow.on-board-user-l2,workarena_l2
workarena.servicenow.order-apple-mac-book-pro15,workarena_l1
workarena.servicenow.order-apple-watch,workarena_l1
workarena.servicenow.order-development-laptop-p-c,workarena_l1
workarena.servicenow.order-loaner-laptop,workarena_l1
workarena.servicenow.priority-assignment-large-l2,workarena_l2
workarena.servicenow.priority-assignment-medium-l2,workarena_l2
workarena.servicenow.priority-filter-problems-and-mark-duplicates-medium-l2,workarena_l2
workarena.servicenow.sort-incident-list,workarena_l1
workarena.servicenow.sort-service-catalog-item-list,workarena_l1
workarena.servicenow.sort-user-list,workarena_l1
workarena.servicenow.three-changes-fix-wide-basic-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.three-changes-fix-wide-priority-uniform-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.three-changes-fix-wide-schedule-tight-uniform-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.three-changes-fix-wide-tight-priority-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.three-changes-wide-basic-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.three-changes-wide-priority-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.three-changes-wide-schedule-tight-uniform-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-fix-wide-basic-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-fix-wide-priority-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-fix-wide-tight-priority-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-wide-basic-uniform-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-wide-basic-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-wide-priority-uniform-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-wide-priority-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-wide-schedule-tight-uniform-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.two-changes-wide-tight-priority-varied-risk-change-request-scheduling-l2,workarena_l2
workarena.servicenow.work-assignment-medium-l2,workarena_l2
